$FpsL2Multi<$70 & 0.9763 \\
$FpsL2Multi<$69 & 0.9717 \\
$FpsL2Multi<$68 & 0.9670 \\
$FpsL2Multi<$67 & 0.9614 \\
$FpsL2Multi<$66 & 0.9563 \\
$FpsL2Multi<$65 & 0.9506 \\
$FpsL2Multi<$64 & 0.9450 \\
$FpsL2Multi<$63 & 0.9387 \\
$FpsL2Multi<$62 & 0.9324 \\
$FpsL2Multi<$61 & 0.9254 \\
$FpsL2Multi<$60 & 0.9186 \\
$FpsL2Multi<$59 & 0.9116 \\
$FpsL2Multi<$58 & 0.9046 \\
$FpsL2Multi<$57 & 0.8972 \\
$FpsL2Multi<$56 & 0.8898 \\
